drug_name,smiles,hacc,hdon,mw,logp,mr,tpsa,nrot
sulpiride,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,5,2,341.4330000000001,0.5567000000000012,86.96940000000005,101.73,6
thioridazine,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,4,0,370.5870000000001,5.8856000000000055,110.68000000000005,6.48,4
triazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,4,0,343.217,4.233520000000002,91.90100000000002,43.07,1
verapamil,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,6,0,454.6110000000003,5.093080000000005,131.656,63.95,13
acetaminophen,CC(=O)NC1=CC=C(C=C1)O,2,2,151.165,1.3505999999999998,42.41050000000002,49.33,1
amantadine,C1C2CC3CC1CC(C2)(C3)N,1,1,151.253,1.9139000000000002,45.09040000000002,26.02,0
amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,4,0,645.3190000000002,6.936200000000007,143.41749999999985,42.68,11
amlodipine,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,7,2,408.88200000000035,2.2663,105.57710000000003,99.88,8
atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,4,3,266.34099999999995,0.4521,73.98090000000002,84.58,8
atropine,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,4,1,289.375,1.9309,79.95580000000005,49.769999999999996,4
bepridil,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,3,0,366.5490000000002,4.830200000000005,114.18600000000008,15.71,10
betamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,5,3,392.4670000000001,1.8957,99.94440000000004,94.83000000000001,2
bevantolol,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,5,2,345.4390000000001,2.5842200000000006,98.80050000000007,59.95,10
brotizolam,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,5,0,393.6970000000001,4.4041200000000025,92.468,43.07,1
bufuralol,CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O,3,2,261.36499999999995,3.416700000000002,78.30750000000005,45.400000000000006,4
captopril,CC(CS)C(=O)N1CCCC1C(=O)O,3,2,217.28999999999996,0.6279000000000001,55.38780000000003,57.61,3
chloramphenicol,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],5,3,323.13200000000006,0.9089999999999998,72.5667,112.70000000000002,6
chlorpheniramine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,2,0,274.795,3.8186000000000027,80.70300000000005,16.130000000000003,5
chlorphthalidone,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,4,3,338.77200000000005,0.9242000000000001,79.73220000000002,109.49000000000001,2
cimetidine,CC1=C(N=CN1)CSCCNC(=NC)NC#N,4,3,252.347,0.5973999999999998,69.59710000000001,88.88999999999999,5
clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,2,0,314.86,4.528400000000004,95.47900000000006,6.48,4
clopenthixol,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,4,1,400.9750000000002,4.236300000000004,113.67880000000005,26.71,5
clozapine,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,4,1,326.8310000000001,3.7227000000000023,96.44370000000004,30.869999999999997,0
codeine,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,4,1,299.37,1.5011,82.46380000000005,41.93000000000001,1
dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,5,3,392.4670000000001,1.8957,99.94440000000004,94.83000000000001,2
diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,2,2,296.153,4.364100000000001,77.52650000000003,49.33,4
dicloxacillin,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,6,2,470.3340000000002,3.2021200000000007,111.67800000000004,112.74,4
diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,2,0,255.36100000000002,3.3542000000000023,79.23300000000006,12.47,6
doxazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,9,1,451.4830000000002,1.7177999999999995,122.20040000000002,112.27000000000001,4
enoximone,CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC,3,2,248.30700000000002,1.9643199999999998,67.80590000000002,65.72,3
ethambutol,CCC(CO)NCCNC(CC)CO,4,4,204.314,-0.292599999999999,58.33500000000005,64.52,9
finasteride,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,2,2,372.5530000000001,3.8145000000000024,106.84240000000007,58.2,1
fluoxetine,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2,1,309.33099999999996,4.435000000000003,79.79870000000004,21.259999999999998,6
flupenthixol,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,4,1,434.52700000000016,4.6017000000000055,113.67080000000006,26.71,5
fluvoxamine,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,4,1,318.339,3.201500000000001,78.71440000000003,56.84,9
furosemide,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,5,3,330.749,1.8907,75.81920000000001,122.62999999999998,5
haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,3,1,375.87100000000004,4.425600000000004,100.98730000000005,40.54,6
hydrochlorothiazide,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,5,3,297.745,-0.3512999999999999,61.636400000000016,118.36,1
levobunolol,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O,4,2,291.391,2.3334000000000006,82.96800000000003,58.56,5
levomepromazine,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,4,0,328.48100000000005,4.495600000000005,98.28300000000007,15.71,5
maprotiline,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,1,1,277.41100000000006,4.211400000000004,87.90170000000006,12.03,4
meperidine,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,3,0,247.338,2.2131,71.48400000000005,29.54,3
metoclopramide,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,4,2,299.802,2.0023999999999997,82.53760000000004,67.59,7
moclobemide,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,3,1,268.744,1.402,71.04420000000003,41.57,4
nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,7,1,346.3390000000001,2.1756,88.40510000000003,107.77,4
nifurtimox,CC1CS(=O)(=O)CCN1N=CC2=CC=C(O2)[N+](=O)[O-],7,0,287.297,0.6405999999999996,67.77820000000001,106.02000000000001,3
nitrazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,4,1,281.271,2.3843000000000005,78.67410000000001,84.6,2
norethisterone,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,2,1,298.42600000000004,3.4925000000000024,85.87580000000004,37.3,0
nortriptyline,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,1,1,263.38399999999996,3.826400000000003,85.91470000000005,12.03,3
omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,5,1,345.42400000000004,2.8997400000000013,93.02110000000003,77.10000000000001,5
ondansetron,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,4,0,293.37,3.1285200000000017,86.02450000000005,39.82,2
paroxetine,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,4,1,329.37100000000004,3.326500000000002,88.17770000000006,39.72,4
penbutolol,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,3,2,291.43500000000006,3.4720000000000026,86.90850000000005,41.489999999999995,6
perphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,5,1,403.9790000000002,3.9427000000000034,113.60580000000006,29.950000000000003,6
pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,3,3,248.32600000000002,1.9055999999999997,72.93920000000003,57.28,6
prazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,8,1,383.4080000000001,1.7845999999999995,103.87890000000002,106.95000000000002,4
primaquine,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,4,2,259.353,2.782700000000001,79.66810000000004,60.17,6
procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,3,2,235.33100000000002,1.3403999999999998,70.97560000000004,58.36,6
procyclidine,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O,2,1,287.44699999999995,3.9404000000000035,87.20480000000006,23.47,5
quinidine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,4,1,324.4240000000001,3.173200000000002,95.02680000000007,45.59,4
raclopride,CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O,4,2,347.242,2.9217000000000017,87.28100000000005,61.80000000000001,5
ranitidine,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,7,2,314.41100000000006,1.4589999999999996,84.40080000000003,83.58,10
timolol,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,8,2,316.4270000000001,0.5024999999999997,82.19850000000004,79.74000000000001,6
triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,7,3,253.26899999999995,0.8333999999999999,73.80119999999998,129.62,1
urapidil,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,8,1,387.48400000000015,0.7168000000000017,111.67770000000004,71.74000000000001,7
zofenoprilat,CC(CS)C(=O)N1CC(CC1C(=O)O)SC2=CC=CC=C2,4,2,325.45500000000004,2.3987000000000007,86.85780000000004,57.61,5
allopurinol,C1=NNC2=C1C(=O)NC=N2,3,2,136.11399999999998,-0.35380000000000006,34.50939999999999,74.43,0
amobarbital,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,3,2,226.27599999999995,1.1849999999999998,58.477400000000024,75.27000000000001,4
amrinone,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,3,2,187.20199999999997,1.0190999999999997,54.706100000000006,71.77,1
betaxolol,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,4,2,307.434,2.393400000000001,88.32950000000005,50.72,11
bisoprolol,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,5,2,325.449,2.3659000000000003,91.82650000000005,59.95,12
bumetanide,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,5,3,364.42300000000006,3.036500000000001,94.68820000000004,118.72,8
caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,6,0,194.194,-1.0293,51.19600000000001,61.82,0
carbamazepine,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,1,1,236.27399999999997,3.3872000000000018,73.53440000000002,46.33,0
carteolol,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,4,3,292.37899999999996,1.6990999999999998,82.65020000000003,70.59,5
chlorambucil,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,2,1,304.217,3.3779000000000012,80.66880000000005,40.54,9
chlordiazepoxide,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,3,1,299.761,1.8492,83.03650000000003,48.19,1
chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,3,1,319.88,4.810600000000004,96.85970000000006,28.16,8
chlorpropamide,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,3,2,276.745,1.7379,65.46320000000003,75.27000000000001,4
cibenzoline,C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4,2,1,262.356,2.9943000000000017,82.07570000000004,24.39,3
clobazam,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,2,0,300.745,3.3712000000000018,83.06700000000002,40.620000000000005,1
clonazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,4,1,315.716,3.037700000000002,83.68410000000002,84.6,2
clonidine,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,3,2,230.09799999999998,2.3645000000000005,60.389400000000016,36.42,1
cyclophosphamide,C1CNP(=O)(OC1)N(CCCl)CCCl,2,1,261.08899999999994,1.884,59.19120000000003,41.57,5
desmethyldiazepam,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,2,1,270.719,3.129500000000001,77.02970000000002,41.46,1
diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,2,0,284.74600000000004,3.1538000000000013,81.81000000000003,32.67,1
